,,,,,,,,Time,ToF,Prox,Pitch,Roll,Yaw
"(124064981, 288, 7, -3.10715389251709, 9.792537689208984, 314.0060729980469)","124064981, 288, 7, -3.10715389251709, 9.792537689208984, 314.0060729980469)"," 288, 7, -3.10715389251709, 9.792537689208984, 314.0060729980469)"," 7, -3.10715389251709, 9.792537689208984, 314.0060729980469)"," -3.10715389251709, 9.792537689208984, 314.0060729980469)"," 9.792537689208984, 314.0060729980469)", 314.0060729980469),,124064981, 288, 7, -3.10715389251709, 9.792537689208984, 314.0060729980469
"(124148199, 290, 7, -3.180800437927246, 9.61913013458252, 314.629150390625)","124148199, 290, 7, -3.180800437927246, 9.61913013458252, 314.629150390625)"," 290, 7, -3.180800437927246, 9.61913013458252, 314.629150390625)"," 7, -3.180800437927246, 9.61913013458252, 314.629150390625)"," -3.180800437927246, 9.61913013458252, 314.629150390625)"," 9.61913013458252, 314.629150390625)", 314.629150390625),,124148199, 290, 7, -3.180800437927246, 9.61913013458252, 314.629150390625
"(124231393, 294, 7, -3.2245736122131348, 9.560714721679688, 315.0762634277344)","124231393, 294, 7, -3.2245736122131348, 9.560714721679688, 315.0762634277344)"," 294, 7, -3.2245736122131348, 9.560714721679688, 315.0762634277344)"," 7, -3.2245736122131348, 9.560714721679688, 315.0762634277344)"," -3.2245736122131348, 9.560714721679688, 315.0762634277344)"," 9.560714721679688, 315.0762634277344)", 315.0762634277344),,124231393, 294, 7, -3.2245736122131348, 9.560714721679688, 315.0762634277344
"(124314623, 292, 7, -3.2484216690063477, 9.45663070678711, 315.395751953125)","124314623, 292, 7, -3.2484216690063477, 9.45663070678711, 315.395751953125)"," 292, 7, -3.2484216690063477, 9.45663070678711, 315.395751953125)"," 7, -3.2484216690063477, 9.45663070678711, 315.395751953125)"," -3.2484216690063477, 9.45663070678711, 315.395751953125)"," 9.45663070678711, 315.395751953125)", 315.395751953125),,124314623, 292, 7, -3.2484216690063477, 9.45663070678711, 315.395751953125
"(124397824, 287, 7, -3.246872901916504, 9.435555458068848, 315.58184814453125)","124397824, 287, 7, -3.246872901916504, 9.435555458068848, 315.58184814453125)"," 287, 7, -3.246872901916504, 9.435555458068848, 315.58184814453125)"," 7, -3.246872901916504, 9.435555458068848, 315.58184814453125)"," -3.246872901916504, 9.435555458068848, 315.58184814453125)"," 9.435555458068848, 315.58184814453125)", 315.58184814453125),,124397824, 287, 7, -3.246872901916504, 9.435555458068848, 315.58184814453125
"(124481034, 285, 7, -3.190720558166504, 9.427824974060059, 315.9578552246094)","124481034, 285, 7, -3.190720558166504, 9.427824974060059, 315.9578552246094)"," 285, 7, -3.190720558166504, 9.427824974060059, 315.9578552246094)"," 7, -3.190720558166504, 9.427824974060059, 315.9578552246094)"," -3.190720558166504, 9.427824974060059, 315.9578552246094)"," 9.427824974060059, 315.9578552246094)", 315.9578552246094),,124481034, 285, 7, -3.190720558166504, 9.427824974060059, 315.9578552246094
"(124564191, 280, 7, -3.100393295288086, 9.384418487548828, 316.2030334472656)","124564191, 280, 7, -3.100393295288086, 9.384418487548828, 316.2030334472656)"," 280, 7, -3.100393295288086, 9.384418487548828, 316.2030334472656)"," 7, -3.100393295288086, 9.384418487548828, 316.2030334472656)"," -3.100393295288086, 9.384418487548828, 316.2030334472656)"," 9.384418487548828, 316.2030334472656)", 316.2030334472656),,124564191, 280, 7, -3.100393295288086, 9.384418487548828, 316.2030334472656
"(124647460, 280, 7, -3.056483745574951, 9.345786094665527, 316.4456787109375)","124647460, 280, 7, -3.056483745574951, 9.345786094665527, 316.4456787109375)"," 280, 7, -3.056483745574951, 9.345786094665527, 316.4456787109375)"," 7, -3.056483745574951, 9.345786094665527, 316.4456787109375)"," -3.056483745574951, 9.345786094665527, 316.4456787109375)"," 9.345786094665527, 316.4456787109375)", 316.4456787109375),,124647460, 280, 7, -3.056483745574951, 9.345786094665527, 316.4456787109375
"(124730622, 274, 7, -3.010967969894409, 9.272046089172363, 316.81597900390625)","124730622, 274, 7, -3.010967969894409, 9.272046089172363, 316.81597900390625)"," 274, 7, -3.010967969894409, 9.272046089172363, 316.81597900390625)"," 7, -3.010967969894409, 9.272046089172363, 316.81597900390625)"," -3.010967969894409, 9.272046089172363, 316.81597900390625)"," 9.272046089172363, 316.81597900390625)", 316.81597900390625),,124730622, 274, 7, -3.010967969894409, 9.272046089172363, 316.81597900390625
"(124813900, 273, 7, -3.0003597736358643, 9.27919864654541, 317.3819274902344)","124813900, 273, 7, -3.0003597736358643, 9.27919864654541, 317.3819274902344)"," 273, 7, -3.0003597736358643, 9.27919864654541, 317.3819274902344)"," 7, -3.0003597736358643, 9.27919864654541, 317.3819274902344)"," -3.0003597736358643, 9.27919864654541, 317.3819274902344)"," 9.27919864654541, 317.3819274902344)", 317.3819274902344),,124813900, 273, 7, -3.0003597736358643, 9.27919864654541, 317.3819274902344
"(124897120, 280, 7, -2.906872510910034, 9.316109657287598, 317.8493957519531)","124897120, 280, 7, -2.906872510910034, 9.316109657287598, 317.8493957519531)"," 280, 7, -2.906872510910034, 9.316109657287598, 317.8493957519531)"," 7, -2.906872510910034, 9.316109657287598, 317.8493957519531)"," -2.906872510910034, 9.316109657287598, 317.8493957519531)"," 9.316109657287598, 317.8493957519531)", 317.8493957519531),,124897120, 280, 7, -2.906872510910034, 9.316109657287598, 317.8493957519531
"(124980332, 276, 7, -2.833826780319214, 9.33484172821045, 318.14599609375)","124980332, 276, 7, -2.833826780319214, 9.33484172821045, 318.14599609375)"," 276, 7, -2.833826780319214, 9.33484172821045, 318.14599609375)"," 7, -2.833826780319214, 9.33484172821045, 318.14599609375)"," -2.833826780319214, 9.33484172821045, 318.14599609375)"," 9.33484172821045, 318.14599609375)", 318.14599609375),,124980332, 276, 7, -2.833826780319214, 9.33484172821045, 318.14599609375
"(125063573, 275, 7, -2.7910985946655273, 9.395316123962402, 318.3403625488281)","125063573, 275, 7, -2.7910985946655273, 9.395316123962402, 318.3403625488281)"," 275, 7, -2.7910985946655273, 9.395316123962402, 318.3403625488281)"," 7, -2.7910985946655273, 9.395316123962402, 318.3403625488281)"," -2.7910985946655273, 9.395316123962402, 318.3403625488281)"," 9.395316123962402, 318.3403625488281)", 318.3403625488281),,125063573, 275, 7, -2.7910985946655273, 9.395316123962402, 318.3403625488281
"(125146774, 270, 7, -2.6356215476989746, 9.30202865600586, 319.0498046875)","125146774, 270, 7, -2.6356215476989746, 9.30202865600586, 319.0498046875)"," 270, 7, -2.6356215476989746, 9.30202865600586, 319.0498046875)"," 7, -2.6356215476989746, 9.30202865600586, 319.0498046875)"," -2.6356215476989746, 9.30202865600586, 319.0498046875)"," 9.30202865600586, 319.0498046875)", 319.0498046875),,125146774, 270, 7, -2.6356215476989746, 9.30202865600586, 319.0498046875
"(125229989, 269, 7, -2.5049054622650146, 9.201629638671875, 319.39404296875)","125229989, 269, 7, -2.5049054622650146, 9.201629638671875, 319.39404296875)"," 269, 7, -2.5049054622650146, 9.201629638671875, 319.39404296875)"," 7, -2.5049054622650146, 9.201629638671875, 319.39404296875)"," -2.5049054622650146, 9.201629638671875, 319.39404296875)"," 9.201629638671875, 319.39404296875)", 319.39404296875),,125229989, 269, 7, -2.5049054622650146, 9.201629638671875, 319.39404296875
"(125313205, 266, 7, -2.4386279582977295, 9.184212684631348, 319.4213562011719)","125313205, 266, 7, -2.4386279582977295, 9.184212684631348, 319.4213562011719)"," 266, 7, -2.4386279582977295, 9.184212684631348, 319.4213562011719)"," 7, -2.4386279582977295, 9.184212684631348, 319.4213562011719)"," -2.4386279582977295, 9.184212684631348, 319.4213562011719)"," 9.184212684631348, 319.4213562011719)", 319.4213562011719),,125313205, 266, 7, -2.4386279582977295, 9.184212684631348, 319.4213562011719
"(125396423, 265, 7, -2.4381368160247803, 9.20313835144043, 319.6963806152344)","125396423, 265, 7, -2.4381368160247803, 9.20313835144043, 319.6963806152344)"," 265, 7, -2.4381368160247803, 9.20313835144043, 319.6963806152344)"," 7, -2.4381368160247803, 9.20313835144043, 319.6963806152344)"," -2.4381368160247803, 9.20313835144043, 319.6963806152344)"," 9.20313835144043, 319.6963806152344)", 319.6963806152344),,125396423, 265, 7, -2.4381368160247803, 9.20313835144043, 319.6963806152344
"(125479631, 266, 7, -2.349825382232666, 9.28800106048584, 320.22735595703125)","125479631, 266, 7, -2.349825382232666, 9.28800106048584, 320.22735595703125)"," 266, 7, -2.349825382232666, 9.28800106048584, 320.22735595703125)"," 7, -2.349825382232666, 9.28800106048584, 320.22735595703125)"," -2.349825382232666, 9.28800106048584, 320.22735595703125)"," 9.28800106048584, 320.22735595703125)", 320.22735595703125),,125479631, 266, 7, -2.349825382232666, 9.28800106048584, 320.22735595703125
"(125562763, 271, 7, -2.3178868293762207, 9.298238754272461, 320.6236877441406)","125562763, 271, 7, -2.3178868293762207, 9.298238754272461, 320.6236877441406)"," 271, 7, -2.3178868293762207, 9.298238754272461, 320.6236877441406)"," 7, -2.3178868293762207, 9.298238754272461, 320.6236877441406)"," -2.3178868293762207, 9.298238754272461, 320.6236877441406)"," 9.298238754272461, 320.6236877441406)", 320.6236877441406),,125562763, 271, 7, -2.3178868293762207, 9.298238754272461, 320.6236877441406
"(125652921, 269, 7, -2.57871150970459, 9.581084251403809, 321.00665283203125)","125652921, 269, 7, -2.57871150970459, 9.581084251403809, 321.00665283203125)"," 269, 7, -2.57871150970459, 9.581084251403809, 321.00665283203125)"," 7, -2.57871150970459, 9.581084251403809, 321.00665283203125)"," -2.57871150970459, 9.581084251403809, 321.00665283203125)"," 9.581084251403809, 321.00665283203125)", 321.00665283203125),,125652921, 269, 7, -2.57871150970459, 9.581084251403809, 321.00665283203125
"(125736135, 264, 7, -2.586008310317993, 9.57119083404541, 321.0479431152344)","125736135, 264, 7, -2.586008310317993, 9.57119083404541, 321.0479431152344)"," 264, 7, -2.586008310317993, 9.57119083404541, 321.0479431152344)"," 7, -2.586008310317993, 9.57119083404541, 321.0479431152344)"," -2.586008310317993, 9.57119083404541, 321.0479431152344)"," 9.57119083404541, 321.0479431152344)", 321.0479431152344),,125736135, 264, 7, -2.586008310317993, 9.57119083404541, 321.0479431152344
"(125819350, 264, 7, -2.620161533355713, 9.59091567993164, 321.46142578125)","125819350, 264, 7, -2.620161533355713, 9.59091567993164, 321.46142578125)"," 264, 7, -2.620161533355713, 9.59091567993164, 321.46142578125)"," 7, -2.620161533355713, 9.59091567993164, 321.46142578125)"," -2.620161533355713, 9.59091567993164, 321.46142578125)"," 9.59091567993164, 321.46142578125)", 321.46142578125),,125819350, 264, 7, -2.620161533355713, 9.59091567993164, 321.46142578125
"(125902563, 266, 7, -1.4104622602462769, 9.86961555480957, 324.82708740234375)","125902563, 266, 7, -1.4104622602462769, 9.86961555480957, 324.82708740234375)"," 266, 7, -1.4104622602462769, 9.86961555480957, 324.82708740234375)"," 7, -1.4104622602462769, 9.86961555480957, 324.82708740234375)"," -1.4104622602462769, 9.86961555480957, 324.82708740234375)"," 9.86961555480957, 324.82708740234375)", 324.82708740234375),,125902563, 266, 7, -1.4104622602462769, 9.86961555480957, 324.82708740234375
"(125985761, 264, 7, -0.8045226335525513, 10.034430503845215, 324.9598388671875)","125985761, 264, 7, -0.8045226335525513, 10.034430503845215, 324.9598388671875)"," 264, 7, -0.8045226335525513, 10.034430503845215, 324.9598388671875)"," 7, -0.8045226335525513, 10.034430503845215, 324.9598388671875)"," -0.8045226335525513, 10.034430503845215, 324.9598388671875)"," 10.034430503845215, 324.9598388671875)", 324.9598388671875),,125985761, 264, 7, -0.8045226335525513, 10.034430503845215, 324.9598388671875
"(126069069, 266, 7, -0.6377649903297424, 10.056184768676758, 324.9801940917969)","126069069, 266, 7, -0.6377649903297424, 10.056184768676758, 324.9801940917969)"," 266, 7, -0.6377649903297424, 10.056184768676758, 324.9801940917969)"," 7, -0.6377649903297424, 10.056184768676758, 324.9801940917969)"," -0.6377649903297424, 10.056184768676758, 324.9801940917969)"," 10.056184768676758, 324.9801940917969)", 324.9801940917969),,126069069, 266, 7, -0.6377649903297424, 10.056184768676758, 324.9801940917969
"(126152370, 262, 7, -0.7814818024635315, 9.784452438354492, 325.4544982910156)","126152370, 262, 7, -0.7814818024635315, 9.784452438354492, 325.4544982910156)"," 262, 7, -0.7814818024635315, 9.784452438354492, 325.4544982910156)"," 7, -0.7814818024635315, 9.784452438354492, 325.4544982910156)"," -0.7814818024635315, 9.784452438354492, 325.4544982910156)"," 9.784452438354492, 325.4544982910156)", 325.4544982910156),,126152370, 262, 7, -0.7814818024635315, 9.784452438354492, 325.4544982910156
"(126235595, 268, 7, -0.9629675149917603, 9.654594421386719, 325.8438720703125)","126235595, 268, 7, -0.9629675149917603, 9.654594421386719, 325.8438720703125)"," 268, 7, -0.9629675149917603, 9.654594421386719, 325.8438720703125)"," 7, -0.9629675149917603, 9.654594421386719, 325.8438720703125)"," -0.9629675149917603, 9.654594421386719, 325.8438720703125)"," 9.654594421386719, 325.8438720703125)", 325.8438720703125),,126235595, 268, 7, -0.9629675149917603, 9.654594421386719, 325.8438720703125
"(126318798, 266, 7, -1.2220337390899658, 9.607000350952148, 326.0121765136719)","126318798, 266, 7, -1.2220337390899658, 9.607000350952148, 326.0121765136719)"," 266, 7, -1.2220337390899658, 9.607000350952148, 326.0121765136719)"," 7, -1.2220337390899658, 9.607000350952148, 326.0121765136719)"," -1.2220337390899658, 9.607000350952148, 326.0121765136719)"," 9.607000350952148, 326.0121765136719)", 326.0121765136719),,126318798, 266, 7, -1.2220337390899658, 9.607000350952148, 326.0121765136719
"(126401973, 264, 7, -1.5012656450271606, 9.617653846740723, 326.2579650878906)","126401973, 264, 7, -1.5012656450271606, 9.617653846740723, 326.2579650878906)"," 264, 7, -1.5012656450271606, 9.617653846740723, 326.2579650878906)"," 7, -1.5012656450271606, 9.617653846740723, 326.2579650878906)"," -1.5012656450271606, 9.617653846740723, 326.2579650878906)"," 9.617653846740723, 326.2579650878906)", 326.2579650878906),,126401973, 264, 7, -1.5012656450271606, 9.617653846740723, 326.2579650878906
"(126485185, 264, 7, -1.7619904279708862, 9.705384254455566, 326.4288330078125)","126485185, 264, 7, -1.7619904279708862, 9.705384254455566, 326.4288330078125)"," 264, 7, -1.7619904279708862, 9.705384254455566, 326.4288330078125)"," 7, -1.7619904279708862, 9.705384254455566, 326.4288330078125)"," -1.7619904279708862, 9.705384254455566, 326.4288330078125)"," 9.705384254455566, 326.4288330078125)", 326.4288330078125),,126485185, 264, 7, -1.7619904279708862, 9.705384254455566, 326.4288330078125
"(126568399, 264, 7, -1.9764224290847778, 9.85125732421875, 327.094482421875)","126568399, 264, 7, -1.9764224290847778, 9.85125732421875, 327.094482421875)"," 264, 7, -1.9764224290847778, 9.85125732421875, 327.094482421875)"," 7, -1.9764224290847778, 9.85125732421875, 327.094482421875)"," -1.9764224290847778, 9.85125732421875, 327.094482421875)"," 9.85125732421875, 327.094482421875)", 327.094482421875),,126568399, 264, 7, -1.9764224290847778, 9.85125732421875, 327.094482421875
"(126651649, 259, 7, -2.1710944175720215, 9.880857467651367, 327.2412109375)","126651649, 259, 7, -2.1710944175720215, 9.880857467651367, 327.2412109375)"," 259, 7, -2.1710944175720215, 9.880857467651367, 327.2412109375)"," 7, -2.1710944175720215, 9.880857467651367, 327.2412109375)"," -2.1710944175720215, 9.880857467651367, 327.2412109375)"," 9.880857467651367, 327.2412109375)", 327.2412109375),,126651649, 259, 7, -2.1710944175720215, 9.880857467651367, 327.2412109375
"(126734831, 258, 7, -2.363844633102417, 9.881689071655273, 327.6496276855469)","126734831, 258, 7, -2.363844633102417, 9.881689071655273, 327.6496276855469)"," 258, 7, -2.363844633102417, 9.881689071655273, 327.6496276855469)"," 7, -2.363844633102417, 9.881689071655273, 327.6496276855469)"," -2.363844633102417, 9.881689071655273, 327.6496276855469)"," 9.881689071655273, 327.6496276855469)", 327.6496276855469),,126734831, 258, 7, -2.363844633102417, 9.881689071655273, 327.6496276855469
"(126818088, 257, 7, -2.519212245941162, 9.881781578063965, 328.0535888671875)","126818088, 257, 7, -2.519212245941162, 9.881781578063965, 328.0535888671875)"," 257, 7, -2.519212245941162, 9.881781578063965, 328.0535888671875)"," 7, -2.519212245941162, 9.881781578063965, 328.0535888671875)"," -2.519212245941162, 9.881781578063965, 328.0535888671875)"," 9.881781578063965, 328.0535888671875)", 328.0535888671875),,126818088, 257, 7, -2.519212245941162, 9.881781578063965, 328.0535888671875
"(126901305, 258, 7, -2.6611452102661133, 9.885279655456543, 328.3305358886719)","126901305, 258, 7, -2.6611452102661133, 9.885279655456543, 328.3305358886719)"," 258, 7, -2.6611452102661133, 9.885279655456543, 328.3305358886719)"," 7, -2.6611452102661133, 9.885279655456543, 328.3305358886719)"," -2.6611452102661133, 9.885279655456543, 328.3305358886719)"," 9.885279655456543, 328.3305358886719)", 328.3305358886719),,126901305, 258, 7, -2.6611452102661133, 9.885279655456543, 328.3305358886719
"(126984513, 259, 7, -2.9314334392547607, 9.907013893127441, 328.998046875)","126984513, 259, 7, -2.9314334392547607, 9.907013893127441, 328.998046875)"," 259, 7, -2.9314334392547607, 9.907013893127441, 328.998046875)"," 7, -2.9314334392547607, 9.907013893127441, 328.998046875)"," -2.9314334392547607, 9.907013893127441, 328.998046875)"," 9.907013893127441, 328.998046875)", 328.998046875),,126984513, 259, 7, -2.9314334392547607, 9.907013893127441, 328.998046875
"(127067680, 261, 7, -3.081233501434326, 9.905339241027832, 329.16253662109375)","127067680, 261, 7, -3.081233501434326, 9.905339241027832, 329.16253662109375)"," 261, 7, -3.081233501434326, 9.905339241027832, 329.16253662109375)"," 7, -3.081233501434326, 9.905339241027832, 329.16253662109375)"," -3.081233501434326, 9.905339241027832, 329.16253662109375)"," 9.905339241027832, 329.16253662109375)", 329.16253662109375),,127067680, 261, 7, -3.081233501434326, 9.905339241027832, 329.16253662109375
"(127150933, 256, 7, -3.205284833908081, 9.987638473510742, 329.20953369140625)","127150933, 256, 7, -3.205284833908081, 9.987638473510742, 329.20953369140625)"," 256, 7, -3.205284833908081, 9.987638473510742, 329.20953369140625)"," 7, -3.205284833908081, 9.987638473510742, 329.20953369140625)"," -3.205284833908081, 9.987638473510742, 329.20953369140625)"," 9.987638473510742, 329.20953369140625)", 329.20953369140625),,127150933, 256, 7, -3.205284833908081, 9.987638473510742, 329.20953369140625
"(127234113, 258, 7, -3.2257511615753174, 10.084787368774414, 328.9992980957031)","127234113, 258, 7, -3.2257511615753174, 10.084787368774414, 328.9992980957031)"," 258, 7, -3.2257511615753174, 10.084787368774414, 328.9992980957031)"," 7, -3.2257511615753174, 10.084787368774414, 328.9992980957031)"," -3.2257511615753174, 10.084787368774414, 328.9992980957031)"," 10.084787368774414, 328.9992980957031)", 328.9992980957031),,127234113, 258, 7, -3.2257511615753174, 10.084787368774414, 328.9992980957031
"(127317409, 256, 7, -3.211516857147217, 10.17480182647705, 328.95098876953125)","127317409, 256, 7, -3.211516857147217, 10.17480182647705, 328.95098876953125)"," 256, 7, -3.211516857147217, 10.17480182647705, 328.95098876953125)"," 7, -3.211516857147217, 10.17480182647705, 328.95098876953125)"," -3.211516857147217, 10.17480182647705, 328.95098876953125)"," 10.17480182647705, 328.95098876953125)", 328.95098876953125),,127317409, 256, 7, -3.211516857147217, 10.17480182647705, 328.95098876953125
"(127400710, 253, 7, -3.1101393699645996, 10.296150207519531, 329.53466796875)","127400710, 253, 7, -3.1101393699645996, 10.296150207519531, 329.53466796875)"," 253, 7, -3.1101393699645996, 10.296150207519531, 329.53466796875)"," 7, -3.1101393699645996, 10.296150207519531, 329.53466796875)"," -3.1101393699645996, 10.296150207519531, 329.53466796875)"," 10.296150207519531, 329.53466796875)", 329.53466796875),,127400710, 253, 7, -3.1101393699645996, 10.296150207519531, 329.53466796875
"(127484010, 254, 7, -3.091597318649292, 10.347057342529297, 329.796630859375)","127484010, 254, 7, -3.091597318649292, 10.347057342529297, 329.796630859375)"," 254, 7, -3.091597318649292, 10.347057342529297, 329.796630859375)"," 7, -3.091597318649292, 10.347057342529297, 329.796630859375)"," -3.091597318649292, 10.347057342529297, 329.796630859375)"," 10.347057342529297, 329.796630859375)", 329.796630859375),,127484010, 254, 7, -3.091597318649292, 10.347057342529297, 329.796630859375
"(127574335, 254, 7, -3.3387136459350586, 10.555514335632324, 329.78765869140625)","127574335, 254, 7, -3.3387136459350586, 10.555514335632324, 329.78765869140625)"," 254, 7, -3.3387136459350586, 10.555514335632324, 329.78765869140625)"," 7, -3.3387136459350586, 10.555514335632324, 329.78765869140625)"," -3.3387136459350586, 10.555514335632324, 329.78765869140625)"," 10.555514335632324, 329.78765869140625)", 329.78765869140625),,127574335, 254, 7, -3.3387136459350586, 10.555514335632324, 329.78765869140625
"(127657511, 253, 7, -3.2412118911743164, 10.465868949890137, 330.0281677246094)","127657511, 253, 7, -3.2412118911743164, 10.465868949890137, 330.0281677246094)"," 253, 7, -3.2412118911743164, 10.465868949890137, 330.0281677246094)"," 7, -3.2412118911743164, 10.465868949890137, 330.0281677246094)"," -3.2412118911743164, 10.465868949890137, 330.0281677246094)"," 10.465868949890137, 330.0281677246094)", 330.0281677246094),,127657511, 253, 7, -3.2412118911743164, 10.465868949890137, 330.0281677246094
"(127740801, 252, 7, -3.141148805618286, 10.344799995422363, 330.05804443359375)","127740801, 252, 7, -3.141148805618286, 10.344799995422363, 330.05804443359375)"," 252, 7, -3.141148805618286, 10.344799995422363, 330.05804443359375)"," 7, -3.141148805618286, 10.344799995422363, 330.05804443359375)"," -3.141148805618286, 10.344799995422363, 330.05804443359375)"," 10.344799995422363, 330.05804443359375)", 330.05804443359375),,127740801, 252, 7, -3.141148805618286, 10.344799995422363, 330.05804443359375
"(127824110, 252, 7, -3.0705480575561523, 10.165243148803711, 330.2513427734375)","127824110, 252, 7, -3.0705480575561523, 10.165243148803711, 330.2513427734375)"," 252, 7, -3.0705480575561523, 10.165243148803711, 330.2513427734375)"," 7, -3.0705480575561523, 10.165243148803711, 330.2513427734375)"," -3.0705480575561523, 10.165243148803711, 330.2513427734375)"," 10.165243148803711, 330.2513427734375)", 330.2513427734375),,127824110, 252, 7, -3.0705480575561523, 10.165243148803711, 330.2513427734375
"(127907397, 252, 7, -3.007664442062378, 10.050037384033203, 330.1661376953125)","127907397, 252, 7, -3.007664442062378, 10.050037384033203, 330.1661376953125)"," 252, 7, -3.007664442062378, 10.050037384033203, 330.1661376953125)"," 7, -3.007664442062378, 10.050037384033203, 330.1661376953125)"," -3.007664442062378, 10.050037384033203, 330.1661376953125)"," 10.050037384033203, 330.1661376953125)", 330.1661376953125),,127907397, 252, 7, -3.007664442062378, 10.050037384033203, 330.1661376953125
"(127990704, 255, 7, -3.0124194622039795, 10.063282012939453, 330.0923767089844)","127990704, 255, 7, -3.0124194622039795, 10.063282012939453, 330.0923767089844)"," 255, 7, -3.0124194622039795, 10.063282012939453, 330.0923767089844)"," 7, -3.0124194622039795, 10.063282012939453, 330.0923767089844)"," -3.0124194622039795, 10.063282012939453, 330.0923767089844)"," 10.063282012939453, 330.0923767089844)", 330.0923767089844),,127990704, 255, 7, -3.0124194622039795, 10.063282012939453, 330.0923767089844
"(128073995, 252, 7, -3.0008912086486816, 10.098012924194336, 330.0135498046875)","128073995, 252, 7, -3.0008912086486816, 10.098012924194336, 330.0135498046875)"," 252, 7, -3.0008912086486816, 10.098012924194336, 330.0135498046875)"," 7, -3.0008912086486816, 10.098012924194336, 330.0135498046875)"," -3.0008912086486816, 10.098012924194336, 330.0135498046875)"," 10.098012924194336, 330.0135498046875)", 330.0135498046875),,128073995, 252, 7, -3.0008912086486816, 10.098012924194336, 330.0135498046875
"(128157308, 255, 7, -3.0205307006835938, 10.06196403503418, 330.2182922363281)","128157308, 255, 7, -3.0205307006835938, 10.06196403503418, 330.2182922363281)"," 255, 7, -3.0205307006835938, 10.06196403503418, 330.2182922363281)"," 7, -3.0205307006835938, 10.06196403503418, 330.2182922363281)"," -3.0205307006835938, 10.06196403503418, 330.2182922363281)"," 10.06196403503418, 330.2182922363281)", 330.2182922363281),,128157308, 255, 7, -3.0205307006835938, 10.06196403503418, 330.2182922363281
"(128240608, 255, 7, -3.009894847869873, 10.044658660888672, 329.9226379394531)","128240608, 255, 7, -3.009894847869873, 10.044658660888672, 329.9226379394531)"," 255, 7, -3.009894847869873, 10.044658660888672, 329.9226379394531)"," 7, -3.009894847869873, 10.044658660888672, 329.9226379394531)"," -3.009894847869873, 10.044658660888672, 329.9226379394531)"," 10.044658660888672, 329.9226379394531)", 329.9226379394531),,128240608, 255, 7, -3.009894847869873, 10.044658660888672, 329.9226379394531
"(128323910, 254, 7, -3.0385525226593018, 10.062393188476562, 329.6238098144531)","128323910, 254, 7, -3.0385525226593018, 10.062393188476562, 329.6238098144531)"," 254, 7, -3.0385525226593018, 10.062393188476562, 329.6238098144531)"," 7, -3.0385525226593018, 10.062393188476562, 329.6238098144531)"," -3.0385525226593018, 10.062393188476562, 329.6238098144531)"," 10.062393188476562, 329.6238098144531)", 329.6238098144531),,128323910, 254, 7, -3.0385525226593018, 10.062393188476562, 329.6238098144531
"(128407208, 250, 7, -3.0201597213745117, 10.008747100830078, 329.51318359375)","128407208, 250, 7, -3.0201597213745117, 10.008747100830078, 329.51318359375)"," 250, 7, -3.0201597213745117, 10.008747100830078, 329.51318359375)"," 7, -3.0201597213745117, 10.008747100830078, 329.51318359375)"," -3.0201597213745117, 10.008747100830078, 329.51318359375)"," 10.008747100830078, 329.51318359375)", 329.51318359375),,128407208, 250, 7, -3.0201597213745117, 10.008747100830078, 329.51318359375
"(128490509, 250, 7, -3.0070765018463135, 10.034250259399414, 329.32373046875)","128490509, 250, 7, -3.0070765018463135, 10.034250259399414, 329.32373046875)"," 250, 7, -3.0070765018463135, 10.034250259399414, 329.32373046875)"," 7, -3.0070765018463135, 10.034250259399414, 329.32373046875)"," -3.0070765018463135, 10.034250259399414, 329.32373046875)"," 10.034250259399414, 329.32373046875)", 329.32373046875),,128490509, 250, 7, -3.0070765018463135, 10.034250259399414, 329.32373046875
"(128573804, 252, 7, -2.9570796489715576, 10.047812461853027, 329.1857604980469)","128573804, 252, 7, -2.9570796489715576, 10.047812461853027, 329.1857604980469)"," 252, 7, -2.9570796489715576, 10.047812461853027, 329.1857604980469)"," 7, -2.9570796489715576, 10.047812461853027, 329.1857604980469)"," -2.9570796489715576, 10.047812461853027, 329.1857604980469)"," 10.047812461853027, 329.1857604980469)", 329.1857604980469),,128573804, 252, 7, -2.9570796489715576, 10.047812461853027, 329.1857604980469
"(128657113, 250, 7, -2.9842417240142822, 10.137811660766602, 329.1552429199219)","128657113, 250, 7, -2.9842417240142822, 10.137811660766602, 329.1552429199219)"," 250, 7, -2.9842417240142822, 10.137811660766602, 329.1552429199219)"," 7, -2.9842417240142822, 10.137811660766602, 329.1552429199219)"," -2.9842417240142822, 10.137811660766602, 329.1552429199219)"," 10.137811660766602, 329.1552429199219)", 329.1552429199219),,128657113, 250, 7, -2.9842417240142822, 10.137811660766602, 329.1552429199219
"(128740412, 249, 7, -3.0108847618103027, 10.12233829498291, 328.93841552734375)","128740412, 249, 7, -3.0108847618103027, 10.12233829498291, 328.93841552734375)"," 249, 7, -3.0108847618103027, 10.12233829498291, 328.93841552734375)"," 7, -3.0108847618103027, 10.12233829498291, 328.93841552734375)"," -3.0108847618103027, 10.12233829498291, 328.93841552734375)"," 10.12233829498291, 328.93841552734375)", 328.93841552734375),,128740412, 249, 7, -3.0108847618103027, 10.12233829498291, 328.93841552734375
